2023-06-09 19:05:51 INFO  Automation:36 - The division operation is performed
2023-06-09 19:05:54 INFO  Automation:27 - The addition operation is performed
2023-06-09 19:05:55 INFO  Automation:33 - The multiplication operation is performed
2023-06-09 19:05:56 INFO  Automation:36 - The division operation is performed
2023-06-09 19:05:59 INFO  Automation:27 - The addition operation is performed
2023-06-09 19:05:59 INFO  Automation:33 - The multiplication operation is performed
2023-06-09 19:06:00 INFO  Automation:46 - Result = 120
2023-06-09 19:06:00 INFO  Automation:47 - User = sefa
2023-06-09 19:06:00 INFO  Automation:30 - The substration operation is performed
2023-06-09 19:06:25 INFO  Automation:30 - The substration operation is performed
2023-06-11 19:49:24 INFO  Automation:27 - The addition operation is performed
2023-06-11 19:49:27 INFO  Automation:46 - Result = 12
2023-06-11 19:49:27 INFO  Automation:47 - User = sefa
2023-06-11 19:49:27 INFO  Automation:36 - The division operation is performed
2023-06-11 19:50:02 INFO  Automation:27 - The addition operation is performed
2023-06-11 19:50:04 INFO  Automation:46 - Result = 12
2023-06-11 19:50:04 INFO  Automation:47 - User = sefa
2023-06-11 19:50:04 INFO  Automation:36 - The division operation is performed
2023-06-11 19:50:05 INFO  Automation:46 - Result = 4
2023-06-11 19:50:05 INFO  Automation:47 - User = sefa
2023-06-11 19:50:05 INFO  Automation:33 - The multiplication operation is performed
2023-06-11 19:50:28 INFO  Automation:27 - The addition operation is performed
2023-06-11 19:50:31 INFO  Automation:46 - Result = 12
2023-06-11 19:50:31 INFO  Automation:47 - User = sefa
2023-06-11 19:50:31 INFO  Automation:36 - The division operation is performed
2023-06-11 19:50:31 INFO  Automation:46 - Result = 4
2023-06-11 19:50:31 INFO  Automation:47 - User = sefa
2023-06-11 19:50:31 INFO  Automation:33 - The multiplication operation is performed
2023-06-11 19:50:32 INFO  Automation:46 - Result = 120
2023-06-11 19:50:32 INFO  Automation:47 - User = sefa
2023-06-11 19:50:32 INFO  Automation:30 - The substration operation is performed
2023-06-11 19:50:32 INFO  Automation:46 - Result = 2
2023-06-11 19:50:32 INFO  Automation:47 - User = sefa
2023-06-11 19:51:11 INFO  Automation:53 - The sum operation is performed
2023-06-11 19:51:34 INFO  Automation:53 - The sum operation is performed
2023-06-11 19:51:36 INFO  Automation:63 - Result = 15
2023-06-11 19:51:36 INFO  Automation:64 - User = sefa
2023-06-12 03:54:45 INFO  SearchPage:106 - Product: , Image Displayed: false
2023-06-12 03:54:55 INFO  SearchPage:106 - Product: , Image Displayed: false
2023-06-12 03:55:06 INFO  SearchPage:106 - Product: , Image Displayed: false
2023-06-12 03:55:16 INFO  SearchPage:106 - Product: , Image Displayed: false
2023-06-12 03:58:01 INFO  SearchPage:106 - Product: , Image Displayed: false
2023-06-12 03:58:11 INFO  SearchPage:106 - Product: , Image Displayed: false
2023-06-12 03:58:21 INFO  SearchPage:106 - Product: , Image Displayed: false
2023-06-12 03:58:31 INFO  SearchPage:106 - Product: , Image Displayed: false
2023-06-12 12:35:19 INFO  SearchPage:48 - Tab 8, Checked 
2023-06-12 13:49:02 INFO  SearchPage:117 - Product: Matebook D14 Intel Core i5-1155G7 8GB 512GB SSD 14" W11 Dizüstü Bilgisayar (Huawei Türkiye Garanti), Image Displayed: true
2023-06-12 13:49:02 INFO  SearchPage:117 - Product: Abra A5 V16.7.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Gtx1650 Freedos 15.6" Fhd 144hz, Image Displayed: true
2023-06-12 13:49:02 INFO  SearchPage:117 - Product: Excalibur G870.1245-DFA0X-B Intel Core i5-12450H 32GB RAM 1TB NVME SSD 6GB RTX4050 Freedos, Image Displayed: true
2023-06-12 13:49:02 INFO  SearchPage:117 - Product: Aspire3 Intel Core i5-1135G7 8GB 256GB SSD 15,6" FHD DOS Dizüstü Bilgisayar (ACER Türkiye Garantili), Image Displayed: true
2023-06-12 13:49:03 INFO  SearchPage:48 - Tab 1, Checked 
2023-06-12 13:49:42 INFO  SearchPage:117 - Product: Matebook D14 Intel Core i5-1155G7 8GB 512GB SSD 14" W11 Dizüstü Bilgisayar (Huawei Türkiye Garanti), Image Displayed: true
2023-06-12 13:49:42 INFO  SearchPage:117 - Product: Abra A5 V16.7.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Gtx1650 Freedos 15.6" Fhd 144hz, Image Displayed: true
2023-06-12 13:49:42 INFO  SearchPage:117 - Product: Excalibur G870.1245-DFA0X-B Intel Core i5-12450H 32GB RAM 1TB NVME SSD 6GB RTX4050 Freedos, Image Displayed: true
2023-06-12 13:49:43 INFO  SearchPage:117 - Product: Aspire3 Intel Core i5-1135G7 8GB 256GB SSD 15,6" FHD DOS Dizüstü Bilgisayar (ACER Türkiye Garantili), Image Displayed: true
2023-06-12 13:49:43 INFO  SearchPage:48 - Tab 2, Checked 
2023-06-12 13:57:07 INFO  SearchPage:117 - Product: Matebook D14 Intel Core i5-1155G7 8GB 512GB SSD 14" W11 Dizüstü Bilgisayar (Huawei Türkiye Garanti), Image Displayed: true
2023-06-12 13:57:07 INFO  SearchPage:117 - Product: Abra A5 V16.7.3 Intel Core I5-11400h 16gb Ram 500gb Ssd 4gb Gtx1650 Freedos 15.6" Fhd 144hz, Image Displayed: true
2023-06-12 13:57:08 INFO  SearchPage:117 - Product: Excalibur G870.1245-DFA0X-B Intel Core i5-12450H 32GB RAM 1TB NVME SSD 6GB RTX4050 Freedos, Image Displayed: true
2023-06-12 13:57:08 INFO  SearchPage:117 - Product: Aspire3 Intel Core i5-1135G7 8GB 256GB SSD 15,6" FHD DOS Dizüstü Bilgisayar (ACER Türkiye Garantili), Image Displayed: true
2023-06-12 13:57:08 INFO  SearchPage:48 - Tab 1, Checked 
